event_id_a,event_id_b,source_a,source_b,date_similarity,location_similarity,description_similarity,same_event,decision,event_typology,review_notes
NEI-2021-SK-002,NEI-2021-SK-018,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),5_DAYS_DIFF,12.69_KM,MODERATE,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 12.7 km and 5 days. Roads: 'Soreng Sombaria Road' vs 'Bongten-Changay road'.
NEI-2021-SK-002,NEI-2021-TR-001,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),2_DAYS_DIFF,549.26_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 549.3 km and 2 days. Roads: 'Soreng Sombaria Road' vs ''.
NEI-2021-SK-002,NEI-2021-TR-002,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),2_DAYS_DIFF,551.71_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 551.7 km and 2 days. Roads: 'Soreng Sombaria Road' vs ''.
NEI-2021-SK-003,NEI-2021-SK-004,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),1_DAYS_DIFF,0.07_KM,HIGH,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 0.1 km and 1 days. Roads: '' vs ''.
NEI-2021-SK-003,NEI-2021-SK-005,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),1_DAYS_DIFF,9.37_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 9.4 km and 1 days. Roads: '' vs ''.
NEI-2021-SK-003,NEI-2021-SK-006,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),1_DAYS_DIFF,2.18_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 2.2 km and 1 days. Roads: '' vs ''.
NEI-2021-SK-003,NEI-2021-SK-007,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),83_DAYS_DIFF,30.01_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 30.0 km and 83 days. Roads: '' vs ''.
NEI-2021-SK-003,NEI-2021-SK-008,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),41_DAYS_DIFF,0.72_KM,HIGH,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 0.7 km and 41 days. Roads: '' vs ''.
NEI-2021-SK-003,NEI-2021-SK-009,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),126_DAYS_DIFF,41.55_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 41.5 km and 126 days. Roads: '' vs ''.
NEI-2021-SK-003,NEI-2021-SK-010,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),10_DAYS_DIFF,22.93_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 22.9 km and 10 days. Roads: '' vs 'La turning-Basilakha Road'.
NEI-2021-SK-003,NEI-2021-SK-011,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),2_DAYS_DIFF,30.79_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 30.8 km and 2 days. Roads: '' vs ''.
NEI-2021-SK-003,NEI-2021-SK-012,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),1_DAYS_DIFF,13.21_KM,MODERATE,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 13.2 km and 1 days. Roads: '' vs ''.
NEI-2021-SK-003,NEI-2021-SK-013,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),2_DAYS_DIFF,16.93_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 16.9 km and 2 days. Roads: '' vs 'NH 10'.
NEI-2021-SK-003,NEI-2021-SK-014,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),1_DAYS_DIFF,18.57_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 18.6 km and 1 days. Roads: '' vs 'Joerthang Legship Road -'.
NEI-2021-SK-003,NEI-2021-SK-015,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),29_DAYS_DIFF,20.74_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 20.7 km and 29 days. Roads: '' vs 'Joerthang Legship Road -'.
NEI-2021-SK-003,NEI-2021-SK-016,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),58_DAYS_DIFF,30.27_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 30.3 km and 58 days. Roads: '' vs ''.
NEI-2021-SK-003,NEI-2021-SK-017,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),50_DAYS_DIFF,31.77_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 31.8 km and 50 days. Roads: '' vs ''.
NEI-2021-SK-003,NEI-2021-SK-018,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),31_DAYS_DIFF,36.07_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 36.1 km and 31 days. Roads: '' vs 'Bongten-Changay road'.
NEI-2021-SK-004,NEI-2021-SK-005,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),EXACT_DATE,9.43_KM,LOW,FALSE,DIFFERENT_EVENT,MULTI_SLOPE_CORRIDOR_CLUSTER,MULTI_SLOPE_CORRIDOR_CLUSTER: Distinct slope failures triggered on same date along corridor (9.4 km apart; Loc A: 'Melli Bazaar' vs Loc B: 'Mamkhola'). Roads: '' vs ''.
NEI-2021-SK-004,NEI-2021-SK-006,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),EXACT_DATE,2.23_KM,LOW,FALSE,DIFFERENT_EVENT,MULTI_SLOPE_CORRIDOR_CLUSTER,MULTI_SLOPE_CORRIDOR_CLUSTER: Distinct slope failures triggered on same date along corridor (2.2 km apart; Loc A: 'Melli Bazaar' vs Loc B: 'Melli near'). Roads: '' vs ''.
NEI-2021-SK-004,NEI-2021-SK-007,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),82_DAYS_DIFF,30.07_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 30.1 km and 82 days. Roads: '' vs ''.
NEI-2021-SK-004,NEI-2021-SK-008,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),42_DAYS_DIFF,0.78_KM,HIGH,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 0.8 km and 42 days. Roads: '' vs ''.
NEI-2021-SK-004,NEI-2021-SK-009,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),127_DAYS_DIFF,41.61_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 41.6 km and 127 days. Roads: '' vs ''.
NEI-2021-SK-004,NEI-2021-SK-010,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),9_DAYS_DIFF,22.99_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 23.0 km and 9 days. Roads: '' vs 'La turning-Basilakha Road'.
NEI-2021-SK-004,NEI-2021-SK-011,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),1_DAYS_DIFF,30.82_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 30.8 km and 1 days. Roads: '' vs ''.
NEI-2021-SK-004,NEI-2021-SK-012,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),EXACT_DATE,13.16_KM,MODERATE,FALSE,DIFFERENT_EVENT,MULTI_SLOPE_CORRIDOR_CLUSTER,MULTI_SLOPE_CORRIDOR_CLUSTER: Distinct slope failures triggered on same date along corridor (13.2 km apart; Loc A: 'Melli Bazaar' vs Loc B: 'Between Melli and Jorethang'). Roads: '' vs ''.
NEI-2021-SK-004,NEI-2021-SK-013,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),1_DAYS_DIFF,16.90_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 16.9 km and 1 days. Roads: '' vs 'NH 10'.
NEI-2021-SK-004,NEI-2021-SK-014,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),EXACT_DATE,18.52_KM,LOW,FALSE,DIFFERENT_EVENT,MULTI_SLOPE_CORRIDOR_CLUSTER,MULTI_SLOPE_CORRIDOR_CLUSTER: Distinct slope failures triggered on same date along corridor (18.5 km apart; Loc A: 'Melli Bazaar' vs Loc B: 'Sisney Petrol Pump'). Roads: '' vs 'Joerthang Legship Road -'.
NEI-2021-SK-004,NEI-2021-SK-015,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),28_DAYS_DIFF,20.71_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 20.7 km and 28 days. Roads: '' vs 'Joerthang Legship Road -'.
NEI-2021-SK-004,NEI-2021-SK-016,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),59_DAYS_DIFF,30.32_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 30.3 km and 59 days. Roads: '' vs ''.
NEI-2021-SK-004,NEI-2021-SK-017,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),51_DAYS_DIFF,31.83_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 31.8 km and 51 days. Roads: '' vs ''.
NEI-2021-SK-004,NEI-2021-SK-018,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),30_DAYS_DIFF,36.04_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 36.0 km and 30 days. Roads: '' vs 'Bongten-Changay road'.
NEI-2021-SK-005,NEI-2021-SK-006,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),EXACT_DATE,7.49_KM,MODERATE,FALSE,DIFFERENT_EVENT,MULTI_SLOPE_CORRIDOR_CLUSTER,MULTI_SLOPE_CORRIDOR_CLUSTER: Distinct slope failures triggered on same date along corridor (7.5 km apart; Loc A: 'Mamkhola' vs Loc B: 'Melli near'). Roads: '' vs ''.
NEI-2021-SK-005,NEI-2021-SK-007,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),82_DAYS_DIFF,21.61_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 21.6 km and 82 days. Roads: '' vs ''.
NEI-2021-SK-005,NEI-2021-SK-008,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),42_DAYS_DIFF,8.80_KM,MODERATE,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 8.8 km and 42 days. Roads: '' vs ''.
NEI-2021-SK-005,NEI-2021-SK-009,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),127_DAYS_DIFF,32.44_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 32.4 km and 127 days. Roads: '' vs ''.
NEI-2021-SK-005,NEI-2021-SK-010,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),9_DAYS_DIFF,14.09_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 14.1 km and 9 days. Roads: '' vs 'La turning-Basilakha Road'.
NEI-2021-SK-005,NEI-2021-SK-011,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),1_DAYS_DIFF,25.25_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 25.2 km and 1 days. Roads: '' vs ''.
NEI-2021-SK-005,NEI-2021-SK-012,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),EXACT_DATE,20.69_KM,LOW,FALSE,DIFFERENT_EVENT,MULTI_SLOPE_CORRIDOR_CLUSTER,MULTI_SLOPE_CORRIDOR_CLUSTER: Distinct slope failures triggered on same date along corridor (20.7 km apart; Loc A: 'Mamkhola' vs Loc B: 'Between Melli and Jorethang'). Roads: '' vs ''.
NEI-2021-SK-005,NEI-2021-SK-013,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),1_DAYS_DIFF,24.34_KM,MODERATE,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 24.3 km and 1 days. Roads: '' vs 'NH 10'.
NEI-2021-SK-005,NEI-2021-SK-014,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),EXACT_DATE,24.89_KM,LOW,FALSE,DIFFERENT_EVENT,MULTI_SLOPE_CORRIDOR_CLUSTER,MULTI_SLOPE_CORRIDOR_CLUSTER: Distinct slope failures triggered on same date along corridor (24.9 km apart; Loc A: 'Mamkhola' vs Loc B: 'Sisney Petrol Pump'). Roads: '' vs 'Joerthang Legship Road -'.
NEI-2021-SK-005,NEI-2021-SK-015,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),28_DAYS_DIFF,23.85_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 23.9 km and 28 days. Roads: '' vs 'Joerthang Legship Road -'.
NEI-2021-SK-005,NEI-2021-SK-016,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),59_DAYS_DIFF,21.87_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 21.9 km and 59 days. Roads: '' vs ''.
NEI-2021-SK-005,NEI-2021-SK-017,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),51_DAYS_DIFF,23.52_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 23.5 km and 51 days. Roads: '' vs ''.
NEI-2021-SK-005,NEI-2021-SK-018,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),30_DAYS_DIFF,39.83_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 39.8 km and 30 days. Roads: '' vs 'Bongten-Changay road'.
NEI-2021-SK-006,NEI-2021-SK-007,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),82_DAYS_DIFF,27.84_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 27.8 km and 82 days. Roads: '' vs ''.
NEI-2021-SK-006,NEI-2021-SK-008,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),42_DAYS_DIFF,1.96_KM,MODERATE,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 2.0 km and 42 days. Roads: '' vs ''.
NEI-2021-SK-006,NEI-2021-SK-009,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),127_DAYS_DIFF,39.45_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 39.4 km and 127 days. Roads: '' vs ''.
NEI-2021-SK-006,NEI-2021-SK-010,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),9_DAYS_DIFF,20.81_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 20.8 km and 9 days. Roads: '' vs 'La turning-Basilakha Road'.
NEI-2021-SK-006,NEI-2021-SK-011,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),1_DAYS_DIFF,28.75_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 28.7 km and 1 days. Roads: '' vs ''.
NEI-2021-SK-006,NEI-2021-SK-012,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),EXACT_DATE,13.94_KM,LOW,FALSE,DIFFERENT_EVENT,MULTI_SLOPE_CORRIDOR_CLUSTER,MULTI_SLOPE_CORRIDOR_CLUSTER: Distinct slope failures triggered on same date along corridor (13.9 km apart; Loc A: 'Melli near' vs Loc B: 'Between Melli and Jorethang'). Roads: '' vs ''.
NEI-2021-SK-006,NEI-2021-SK-013,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),1_DAYS_DIFF,18.99_KM,MODERATE,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 19.0 km and 1 days. Roads: '' vs 'NH 10'.
NEI-2021-SK-006,NEI-2021-SK-014,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),EXACT_DATE,18.91_KM,LOW,FALSE,DIFFERENT_EVENT,MULTI_SLOPE_CORRIDOR_CLUSTER,MULTI_SLOPE_CORRIDOR_CLUSTER: Distinct slope failures triggered on same date along corridor (18.9 km apart; Loc A: 'Melli near' vs Loc B: 'Sisney Petrol Pump'). Roads: '' vs 'Joerthang Legship Road -'.
NEI-2021-SK-006,NEI-2021-SK-015,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),28_DAYS_DIFF,20.12_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 20.1 km and 28 days. Roads: '' vs 'Joerthang Legship Road -'.
NEI-2021-SK-006,NEI-2021-SK-016,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),59_DAYS_DIFF,28.10_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 28.1 km and 59 days. Roads: '' vs ''.
NEI-2021-SK-006,NEI-2021-SK-017,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),51_DAYS_DIFF,29.60_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 29.6 km and 51 days. Roads: '' vs ''.
NEI-2021-SK-006,NEI-2021-SK-018,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),30_DAYS_DIFF,35.76_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 35.8 km and 30 days. Roads: '' vs 'Bongten-Changay road'.
NEI-2021-SK-007,NEI-2021-SK-008,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),124_DAYS_DIFF,29.64_KM,LOW,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 29.6 km and 124 days. Roads: '' vs ''.
NEI-2021-SK-007,NEI-2021-SK-009,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),209_DAYS_DIFF,13.09_KM,MODERATE,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 13.1 km and 209 days. Roads: '' vs ''.
NEI-2021-SK-007,NEI-2021-SK-010,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),73_DAYS_DIFF,7.78_KM,MODERATE,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 7.8 km and 73 days. Roads: '' vs 'La turning-Basilakha Road'.
NEI-2021-SK-007,NEI-2021-SK-011,NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),NESAC-SR-277-2022 (Seasonal Landslide Inventory for NER - 2021),81_DAYS_DIFF,12.89_KM,MODERATE,FALSE,DIFFERENT_EVENT,PROXIMAL_INDEPENDENT_EVENT,PROXIMAL_INDEPENDENT_EVENT: Independent slope occurrences separated by 12.9 km and 81 days. Roads: '' vs ''.
